X,Y,X.1,X,id_offer,adress,type,price,currency,surface_grnd,surface_good,nb_room,nb_bathroom,colonia,municipio,estado,desc_good,detailedListings.i.,mode,test_sit
-99.1324027,19.4757767,374,374,1659023305,"Insurgentes Norte, Guadalupe Insurgentes, Gustavo A. Madero, Distrito Federal",Terreno en Venta,43040000,$,1076,,,,GUADALUPE INSURGENTES,GUSTAVO A MADERO,Distrito Federal,,https://terreno.mercadolibre.com.mx/MLM-1659023305-terreno-en-venta-insurgentes-norte-cdmx-_JM#position=29&search_layout=grid&type=item&tracking_id=7f8dbf2b-a9f2-4735-969c-32f949cca79c,Venta,1
-99.113797,19.4977577,375,375,909467677,"Santa Isabel Tola, Gustavo A. Madero, Distrito Federal",Terreno en Venta,10141400,$,507,,,,SANTA ISABEL TOLA,GUSTAVO A MADERO,Distrito Federal,,https://terreno.mercadolibre.com.mx/MLM-909467677-gustavo-a-madero-_JM#position=30&search_layout=grid&type=item&tracking_id=7f8dbf2b-a9f2-4735-969c-32f949cca79c,Venta,1
-99.1418829,19.4718901,376,376,1659093454,"Pablo Sánchez, Guadalupe Victoria, Gustavo A. Madero, Distrito Federal",Terreno en Venta,3880000,$,330,,,,GUADALUPE VICTORIA,GUSTAVO A MADERO,Distrito Federal,"Excelente oportunidad, venta de casa como terreno, con muy buena ubicación.330 m2.",https://terreno.mercadolibre.com.mx/MLM-1659093454-terreno-con-excelente-ubicacion-gustavo-a-madero-_JM#position=31&search_layout=grid&type=item&tracking_id=7f8dbf2b-a9f2-4735-969c-32f949cca79c,Venta,1
-99.125874,19.4744819,378,378,1659037585,"Escuela Industrial, Industrial Vallejo, Gustavo A. Madero, Distrito Federal",Terreno en Venta,6800000,$,334,,,,INDUSTRIAL VALLEJO,GUSTAVO A MADERO,Distrito Federal,,https://terreno.mercadolibre.com.mx/MLM-1659037585-terreno-en-venta-en-col-industrial-_JM#position=33&search_layout=grid&type=item&tracking_id=7f8dbf2b-a9f2-4735-969c-32f949cca79c,Venta,1
-99.1324027,19.4757767,379,379,1658927978,"Insurgentes Norte, Guadalupe Insurgentes, Gustavo A. Madero, Distrito Federal",Terreno en Venta,94400000,$,2360,,,,GUADALUPE INSURGENTES,GUSTAVO A MADERO,Distrito Federal,"PROPIEDAD EN VENTA O APORTACIÓN INSURGENTES NORTEPropiedad actualmente funcionando como Restaurante Bar con Jardín y Salón de fiestas.Ubicación: Colonia Guadalupe Insurgentes, Alcaldía Gustavo A. Madero, CDMX.Superficie de Terreno: 2,360 m2Superficie de Construcción: 4,500 m2Frente: 81 m / Fondo: 31 m Aprox.Uso de Suelo: HM / 6 / 35 / ZDescripción: Restaurante Bar en dos niveles, Cocina amplia y equipada, Salón de Eventos con una superficie de 500 m2, Amplio Jardín con fuente, Área de Juegos Infantiles, Cava de Vinos con área de Cata, Estacionamiento para 78 autos (divididos en tres niveles con elevador), Oficinas, Baños, Planta de Luz de 80 Kva.NOTA: SE VENDE LA PROPIEDAD NO EL NEGOCIO COMO RESTAURANTEPrecio: $ 40,000.00 pesos por m2Guillermo Díaz / Jack KaplanMak Corporativo Inmobiliario",https://terreno.mercadolibre.com.mx/MLM-1658927978-terreno-en-venta-insurgentes-norte-cdmx-_JM#position=34&search_layout=grid&type=item&tracking_id=7f8dbf2b-a9f2-4735-969c-32f949cca79c,Venta,1
-99.1198948,19.4680481,380,380,1659082695,"Sara 4413, Guadalupe Tepeyac, Gustavo A. Madero, Distrito Federal",Terreno en Venta,40000000,$,1800,,,,GUADALUPE TEPEYAC,GUSTAVO A MADERO,Distrito Federal,"TERRENO URBANO de recuperación bancariaLIBRE DE GRAVAMEN, CON POSESIÓN FÍSICAExcelente oportunidad de inversión.Llama ahora para más información o agenda una cita en nuestras oficinas para una atención más personalizada.Expertos en Bienes Raíces",https://terreno.mercadolibre.com.mx/MLM-1659082695-terreno-guadalupe-tepeyac-gam-_JM#position=35&search_layout=grid&type=item&tracking_id=7f8dbf2b-a9f2-4735-969c-32f949cca79c,Venta,1
-99.1449549,19.4795111,383,383,1622301877,"Norte 9-a, Panamericana, Ciudad De México, Cdmx, México, Panamericana, Gustavo A. Madero, Distrito Federal",Terreno en Venta,233000,$,10,,,,PANAMERICANA,GUSTAVO A MADERO,Distrito Federal,,https://terreno.mercadolibre.com.mx/MLM-1622301877-local-comercial-_JM#position=38&search_layout=grid&type=item&tracking_id=7f8dbf2b-a9f2-4735-969c-32f949cca79c,Venta,1
-99.136596,19.5212932,384,384,1645311111,"Canteritas, Candelaria Ticoman, Ciudad De México, Cdmx, México, Barrio Candelaria Ticomán, Gustavo A. Madero, Distrito Federal",Terreno en Venta,2100000,$,300,,,,BARRIO CANDELARIA TICOMAN,GUSTAVO A MADERO,Distrito Federal,,https://terreno.mercadolibre.com.mx/MLM-1645311111-terreno-uso-habitacional-y-comercial-_JM#position=39&search_layout=grid&type=item&tracking_id=7f8dbf2b-a9f2-4735-969c-32f949cca79c,Venta,1
-99.1314635,19.3962843,385,385,1303760373,"Plutarco Elías Calles #813, Moderna, Benito Juárez, Distrito Federal",Bodega en Venta,11300000,$,203,536,,,MODERNA,BENITO JUÁREZ,Distrito Federal,,https://inmueble.mercadolibre.com.mx/MLM-1303760373-bodega-con-oficinas-en-venta-en-plutarco-elias-calles-_JM#position=1&search_layout=grid&type=item&tracking_id=d2e85674-933f-4679-b85b-139487584520,Venta,1
-99.1365482,19.4093329,386,386,1423510775,"Antonio Solis, Narvarte Oriente, Benito Juárez, Distrito Federal",Bodega en Venta,9800000,$,192,720,,,NARVARTE ORIENTE,BENITO JUÁREZ,Distrito Federal,"Edificio ideal para comercializadora, manufacturera, bodega, archivo, centro de distribución, oficinas, con local en la planta baja.  3 plantas mas planta baja, cuenta con , elevador de carga, El edificio esta reforzado con vigas de acero para mayor soporte. 6 1/2 baños.Antonio Solís, colonia obrera a media cuadra de Calzada de Tlalpan y metro Chabacano.vialidades cercanas, Tlalpan, Eje Central, Viaducto, Eje 3 sur.",https://inmueble.mercadolibre.com.mx/MLM-1423510775-bodega-almacen-centro-de-distribucion-local-en-pb-en-vent-_JM#position=2&search_layout=grid&type=item&tracking_id=d2e85674-933f-4679-b85b-139487584520,Venta,0
-99.1699331,19.3687962,387,387,1524801681,"Amores, Del Valle Centro, Benito Juárez, Distrito Federal",Bodega en Venta,55900000,$,291,1190,,,DEL VALLE CENTRO,BENITO JUÁREZ,Distrito Federal,"Oficinas y bodega en venta en la calle de Amores, Colonia del Valle Centro, con construcción moderna, excelentes vías de acceso, buena ubicación, construida en 3 niveles, con una superficie total de 1190m2, Operó como oficinas durante años, el inmueble puede ir con o sin muebles, cuenta con recepción, 12 oficinas privadas, 95 estaciones de trabajo, amplia sala de juntas con divisiones en 3 con paredes móviles, 14 baños para hombres y 14 baños para mujeres, con instalaciones de luz trifásica, luz de emergencia, cisterna, 2 tinacos, botón de sismo, planta de luz , en la azotea cuenta con pequeña cocineta, área eléctrica, área de equipo de maquinas y comedor para 30 personas.  Cuenta con aire acondicionado en todo el edificio.",https://inmueble.mercadolibre.com.mx/MLM-1524801681-oficinas-y-bodega-en-venta-para-ultima-milla-del-valle-cen-_JM#position=3&search_layout=grid&type=item&tracking_id=d2e85674-933f-4679-b85b-139487584520,Venta,1
-99.1368901,19.3964473,391,391,1313252874,"Amado Nervo, Moderna, Benito Juárez, Distrito Federal",Bodega en Venta,17000000,$,715,350,,,MODERNA,BENITO JUÁREZ,Distrito Federal,,https://inmueble.mercadolibre.com.mx/MLM-1313252874-moderna-bodega-venta-benito-juarez-cdmx-_JM#position=4&search_layout=grid&type=item&tracking_id=5e8d5ef3-3a7e-4cdd-bddc-7bb12e56d7c9,Venta,1
-99.1365482,19.4093329,392,392,1423596190,"Antonio Solis, Portales Sur, Benito Juárez, Distrito Federal",Bodega en Venta,9800000,$,192,720,,,PORTALES SUR,BENITO JUÁREZ,Distrito Federal,,https://inmueble.mercadolibre.com.mx/MLM-1423596190-bodega-almacen-centro-de-distribucion-local-en-pb-en-vent-_JM#position=5&search_layout=grid&type=item&tracking_id=5e8d5ef3-3a7e-4cdd-bddc-7bb12e56d7c9,Venta,0
-99.1365482,19.4093329,393,393,1423510780,"Antonio Solis, Portales Norte, Benito Juárez, Distrito Federal",Bodega en Venta,9800000,$,192,720,,,PORTALES NORTE,BENITO JUÁREZ,Distrito Federal,"Edificio ideal para comercializadora, manufacturera, bodega, archivo, centro de distribución, oficinas, con local en la planta baja.  3 plantas mas planta baja, cuenta con , elevador de carga, El edificio esta reforzado con vigas de acero para mayor soporte. 6 1/2 baños.Antonio Solís, colonia obrera a media cuadra de Calzada de Tlalpan y metro Chabacano.vialidades cercanas, Tlalpan, Eje Central, Viaducto, Eje 3 sur. 200 mts de terreno, 720 mts de construcción.",https://inmueble.mercadolibre.com.mx/MLM-1423510780-bodega-almacen-centro-de-distribucion-local-en-pb-en-vent-_JM#position=6&search_layout=grid&type=item&tracking_id=5e8d5ef3-3a7e-4cdd-bddc-7bb12e56d7c9,Venta,0
-99.1365482,19.4093329,394,394,1423543018,"Antonio Solis, Moderna, Benito Juárez, Distrito Federal",Bodega en Venta,9800000,$,192,720,,,MODERNA,BENITO JUÁREZ,Distrito Federal,"Edificio ideal para comercializadora, manufacturera, bodega, archivo, centro de distribución, oficinas, con local en la planta baja.  3 plantas mas planta baja, cuenta con , elevador de carga, El edificio esta reforzado con vigas de acero para mayor soporte. 6 1/2 baños.Antonio Solís, colonia obrera a media cuadra de Calzada de Tlalpan y metro Chabacano.vialidades cercanas, Tlalpan, Eje Central, Viaducto, Eje 3 sur. 200 mts de terreno, 720 mts de construcción.",https://inmueble.mercadolibre.com.mx/MLM-1423543018-bodega-almacen-centro-de-distribucion-local-en-pb-en-vent-_JM#position=7&search_layout=grid&type=item&tracking_id=5e8d5ef3-3a7e-4cdd-bddc-7bb12e56d7c9,Venta,0
-99.1365482,19.4093329,395,395,1423549487,"Antonio Solis, Albert, Benito Juárez, Distrito Federal",Bodega en Venta,9800000,$,192,720,,,ALBERT,BENITO JUÁREZ,Distrito Federal,"Edificio ideal para comercializadora, manufacturera, bodega, archivo, centro de distribución, oficinas, con local en la planta baja.  3 plantas mas planta baja, cuenta con , elevador de carga, El edificio esta reforzado con vigas de acero para mayor soporte. 6 1/2 baños.Antonio Solís, colonia obrera a media cuadra de Calzada de Tlalpan y metro Chabacano.vialidades cercanas, Tlalpan, Eje Central, Viaducto, Eje 3 sur. 200 mts de terreno, 720 mts de construcción.",https://inmueble.mercadolibre.com.mx/MLM-1423549487-bodega-almacen-centro-de-distribucion-local-en-pb-en-vent-_JM#position=8&search_layout=grid&type=item&tracking_id=5e8d5ef3-3a7e-4cdd-bddc-7bb12e56d7c9,Venta,0
-99.1365482,19.4093329,396,396,1423536703,"Antonio Solis, Portales Oriente, Benito Juárez, Distrito Federal",Bodega en Venta,9800000,$,192,720,,,PORTALES ORIENTE,BENITO JUÁREZ,Distrito Federal,"Edificio ideal para comercializadora, manufacturera, bodega, archivo, centro de distribución, oficinas, con local en la planta baja.  3 plantas mas planta baja, cuenta con , elevador de carga, El edificio esta reforzado con vigas de acero para mayor soporte. 6 1/2 baños.Antonio Solís, colonia obrera a media cuadra de Calzada de Tlalpan y metro Chabacano.vialidades cercanas, Tlalpan, Eje Central, Viaducto, Eje 3 sur. 200 mts de terreno, 720 mts de construcción.",https://inmueble.mercadolibre.com.mx/MLM-1423536703-bodega-almacen-centro-de-distribucion-local-en-pb-en-vent-_JM#position=9&search_layout=grid&type=item&tracking_id=5e8d5ef3-3a7e-4cdd-bddc-7bb12e56d7c9,Venta,0
-99.1415115,19.3978087,397,397,1659182424,"Asturias, Alamos, Benito Juárez, Distrito Federal",Bodega en Venta,23500000,$,479,795,,2,ALAMOS,BENITO JUÁREZ,Distrito Federal,,https://inmueble.mercadolibre.com.mx/MLM-1659182424-asturias-uso-comercial-oficinas-o-bodega-_JM#position=10&search_layout=grid&type=item&tracking_id=5e8d5ef3-3a7e-4cdd-bddc-7bb12e56d7c9,Venta,1
-99.1606156,19.3912371,401,401,959258713,"Luz Saviñon 1023, Narvarte, Benito Juárez, Distrito Federal",Bodega en Venta,25000000,$,750,387,,1,NARVARTE,BENITO JUÁREZ,Distrito Federal,"Bodega con oficinas abiertas, cuenta con 2 baños, 6 estacionamientos, cuenta con caseta de vigilancia.",https://inmueble.mercadolibre.com.mx/MLM-959258713-bodega-industrial-en-narvarte-luz-savinon-_JM#position=14&search_layout=grid&type=item&tracking_id=5e8d5ef3-3a7e-4cdd-bddc-7bb12e56d7c9,Venta,1
-99.1905974,19.3723335,402,402,1719176623,"Mixcoac, Benito Juárez, Distrito Federal",Bodega en Venta,3530000,$,73,73,,1,MIXCOAC,BENITO JUÁREZ,Distrito Federal,,https://inmueble.mercadolibre.com.mx/MLM-1719176623-departamento-en-venta-en-benito-juarez-mg23-573-_JM#position=15&search_layout=grid&type=item&tracking_id=5e8d5ef3-3a7e-4cdd-bddc-7bb12e56d7c9,Venta,1
-99.1455467,19.3623022,403,403,1712087075,"Calle Balboa, Portales Sur, Ciudad De México, Cdmx, México, Portales Sur, Benito Juárez, Distrito Federal",Bodega en Venta,12500000,$,302,539,,4,PORTALES SUR,BENITO JUÁREZ,Distrito Federal,"302 m2 DE TERRENO, 539 DE CONSTRUCCIÓN10 M2 DE FRENTE Y 30 M2 DE FONDOUSO DE SUELO HABITACIONALEXCELENTE UBICACIÓNOFICINA CON BAÑO Y AREA PARA PREPARAR ALIMENTOS2 BODEGAS DE ALMACENAMIENTOBAÑO PARA MUJERES Y HOMBRESAMPLIO ESTACIONAMIENTOCUENTA CON UN DEPARTAMENTO CON ESTANCIA, 2 HABITACIONES Y UN BAÑOAREA DE ALMACENAMIENTO PARA DESHECHOSVIAS DE ACCESO RÁPIDO A UNA CUADRA DE AV. ZAPATA Y A POCAS CUADRAS DE CALZ. DE TLALPAN",https://inmueble.mercadolibre.com.mx/MLM-1712087075-bodega-en-venta-en-excelente-ubicacion-_JM#position=16&search_layout=grid&type=item&tracking_id=5e8d5ef3-3a7e-4cdd-bddc-7bb12e56d7c9,Venta,1
-99.1380702,19.3835248,404,404,1396574218,"Elisa 42, Nativitas, Benito Juárez, Distrito Federal",Bodega en Venta,6500000,$,197,390,,,NATIVITAS,BENITO JUÁREZ,Distrito Federal,"Práctica y Funcional Bodega con una ubicación Comercial inmejorable, a sólo unos metros de Calzada de Tlalpan a la altura del Metro Nativitas. Desarrollado en 2 niveles con Tapanco; en Planta Baja consta de Área funcional con entrada para Camioneta, carga y descarga para operación, baños con regadera para trabajadores y área de bodega con acceso a la Planta Alta en donde también se encuentra vestíbulo del área de Oficinas con ventanas hacia la bodega así como despacho / oficina privada con baño independiente.",https://inmueble.mercadolibre.com.mx/MLM-1396574218-bodega-comercial-en-venta-benito-juarez-_JM#position=17&search_layout=grid&type=item&tracking_id=5e8d5ef3-3a7e-4cdd-bddc-7bb12e56d7c9,Venta,1
-99.1449799,19.3745059,406,406,1659247086,"Centenario, San Simón Ticumac, Benito Juárez, Distrito Federal",Bodega en Venta,73760000,$,694,1256,,,SAN SIMON TICUMAC,BENITO JUÁREZ,Distrito Federal,,https://inmueble.mercadolibre.com.mx/MLM-1659247086-bodegas-en-renta-o-venta-edificio-benito-juarez-_JM#position=19&search_layout=grid&type=item&tracking_id=5e8d5ef3-3a7e-4cdd-bddc-7bb12e56d7c9,Venta,1
-99.1731424,19.3947075,407,407,1665204988,"Montecito, Nápoles, Ciudad De México, Cdmx, México, Nápoles, Benito Juárez, Distrito Federal",Bodega en Venta,3100000,$,53,53,,,NAPOLES,BENITO JUÁREZ,Distrito Federal,,https://inmueble.mercadolibre.com.mx/MLM-1665204988-estupenda-bodega-en-el-world-trade-center-wtc-bov-4959-_JM#position=20&search_layout=grid&type=item&tracking_id=5e8d5ef3-3a7e-4cdd-bddc-7bb12e56d7c9,Venta,1
-99.1731424,19.3947075,409,409,1573883531,"Montecito, Nápoles, Ciudad De México, Cdmx, México, Nápoles, Benito Juárez, Distrito Federal",Bodega en Venta,1250000,$,23,23,,,NAPOLES,BENITO JUÁREZ,Distrito Federal,,https://inmueble.mercadolibre.com.mx/MLM-1573883531-bodegas-en-venta-en-world-trade-center-_JM#position=22&search_layout=grid&type=item&tracking_id=5e8d5ef3-3a7e-4cdd-bddc-7bb12e56d7c9,Venta,1
-99.138398,19.3823372,410,410,1662838593,"Elisa, Nativitas, Benito Juárez, Distrito Federal",Bodega en Venta,7800000,$,197,390,,,NATIVITAS,BENITO JUÁREZ,Distrito Federal,"Bodega de 390 m2, amplios espacios, 2 niveles, 2 baños.",https://inmueble.mercadolibre.com.mx/MLM-1662838593-nativitas-_JM#position=23&search_layout=grid&type=item&tracking_id=5e8d5ef3-3a7e-4cdd-bddc-7bb12e56d7c9,Venta,1
-99.1478377,19.3582608,411,411,1750904324,"Calle Rumania 1203, Portales Norte, Ciudad De México, Cdmx, México, Portales, Benito Juárez, Distrito Federal",Casa en Venta,7172004,$,200,200,2,3,PORTALES,BENITO JUÁREZ,Distrito Federal,"Venta De Casa En Portales Benito Juarez Adjudicacion Inmediata LzdRemate De Bonita Casa En Portales Benito Juarez (Adjudicación Inmediata), Excelente Ubicación, Cerca De Zonas Residenciales, Con Una Muy Buena Plusvalía, Algo Muy Céntrico Cuenta Con:**Entrega De 6 A 8 Meses****Pago Con Recursos Propios**No Se Aceptan Créditos Hipotecarios (Usted Puede Solicitar Un Crédito Personal Con Su Financiera De Preferencia, Banco, Sofom, Etc., Pero Nosotros Requerimos El Pago De Contado Para Poderle Hacer Entrega Del Inmueble).Con La Mayor Plusvalía Y Con Un Costo Muy Por Debajo Del Valor Comercial ( Aprox. 60 % Por Debajo Del Valor Comercial ) Ya Sea Que La Quieras Para Habitar, Rentar O Vender A Su Valor Comercial, Invierte Tu Dinero Con El Mejor Rendimiento.Entrega Garantizada.Más De 8 Años De Experiencia Nos Respaldan.",https://casa.mercadolibre.com.mx/MLM-1750904324-venta-de-casa-en-portales-benito-juarez-adjudicacion-inmediata-lzd-_JM#position=1&search_layout=grid&type=item&tracking_id=88c6c2a6-eb53-492c-9ede-9dd48bfcd0c5,Venta,1
-99.1504257,19.3878618,412,412,1751283406,"Mitla, Narvarte Oriente, Benito Juárez, Distrito Federal",Casa en Venta,8000000,$,213,279,3,,NARVARTE ORIENTE,BENITO JUÁREZ,Distrito Federal,,https://casa.mercadolibre.com.mx/MLM-1751283406-oportunidad-para-constructores-_JM#position=2&search_layout=grid&type=item&tracking_id=88c6c2a6-eb53-492c-9ede-9dd48bfcd0c5,Venta,1
-99.1895233,19.3899738,413,413,1748972644,"Boulevard Adolfo López Mateos 2, San Pedro De Los Pinos, Ciudad De México, Cdmx, México, San Pedro De Los Pinos, Benito Juárez, Distrito Federal",Casa en Venta,3550000,$,79,79,3,,SAN PEDRO DE LOS PINOS,BENITO JUÁREZ,Distrito Federal,,https://casa.mercadolibre.com.mx/MLM-1748972644-hermoso-departamento-en-venta-zona-benito-juarez-san-pedro-de-los-pinos07-entrega-inmediata-_JM#position=3&search_layout=grid&type=item&tracking_id=88c6c2a6-eb53-492c-9ede-9dd48bfcd0c5,Venta,1
-99.1649891,19.3817299,414,414,1490906850,"Colonia Del Valle, Ciudad De México, Cdmx, México, Colonia Del Valle, Benito Juárez, Distrito Federal",Casa en Venta,1100000,$,400,414,3,,DEL VALLE,BENITO JUÁREZ,Distrito Federal,"House&Home Inmobiliaria Excelente remate de propiedad, se encuentra en una zona de gran plusvalía.Requisitos mínimos, sin investigación crediticia, todo regulado por las autoridades y protegido bajo contratoCONTAMOS CON DIVERSAS OPCIONES A TU ALCANCE!No se aceptan ningún tipo de crédito, el pago es de contado en dos exhibiciones!! INVERSIÓN GARANTIZADA Hugo GalvánBroker",https://casa.mercadolibre.com.mx/MLM-1490906850-venta-de-casa-en-colonia-del-valle-cdmx-hg18-_JM#position=4&search_layout=grid&type=item&tracking_id=88c6c2a6-eb53-492c-9ede-9dd48bfcd0c5,Venta,1
-99.1758342,19.383207,415,415,1493317263,"Avenida Insurgentes Sur, Insurgentes San Borja, Ciudad De México, Cdmx, México, Insurgentes San Borja, Benito Juárez, Distrito Federal",Casa en Venta,784999,$,330,360,,,INSURGENTES SAN BORJA,BENITO JUÁREZ,Distrito Federal,"Somos House&Home Luxury, empresa líder en administrar, recuperar y comercializar cartera vencida de las principales instituciones financieras.Requisitos mínimos, SIN RIESGO todo regulado por las autoridades y protegido bajo contrato y notario público.Garantía hipotecaria lista para tramitar cesión de derechos. Recibe tu propiedad en un máximo de 12 meses.Pago en dos exhibiciones, recursos propios NO APLICAN CRÉDITOSContamos con diversas opciones a tu alcance.Agenda tu cita y permíteme asesorarte.Asesor inmobiliario certificadoHugo Galván",https://casa.mercadolibre.com.mx/MLM-1493317263-venta-de-casa-en-insurgentes-sur-ciudad-de-mexico-hg18-_JM#position=5&search_layout=grid&type=item&tracking_id=88c6c2a6-eb53-492c-9ede-9dd48bfcd0c5,Venta,1
-99.1758342,19.383207,416,416,1658790846,"Avenida Insurgentes Sur, Insurgentes San Borja, Ciudad De México, Cdmx, México, Insurgentes San Borja, Benito Juárez, Distrito Federal",Casa en Venta,784997,$,330,360,3,,INSURGENTES SAN BORJA,BENITO JUÁREZ,Distrito Federal,,https://casa.mercadolibre.com.mx/MLM-1658790846-casa-en-venta-ubicada-en-avenida-insurgentes-sur-insurgentes-san-borja-ciudad-de-mexico-cdmx-mexico-mtn17-_JM#position=6&search_layout=grid&type=item&tracking_id=88c6c2a6-eb53-492c-9ede-9dd48bfcd0c5,Venta,1
-99.1440724,19.3822629,417,417,1633300459,"Cumbres De Maltrata, Periodista, Ciudad De México, Cdmx, México, Periodista, Benito Juárez, Distrito Federal",Casa en Venta,1100000,$,194,220,2,,PERIODISTA,BENITO JUÁREZ,Distrito Federal,,https://casa.mercadolibre.com.mx/MLM-1633300459-casa-en-venta-ubicada-en-cumbres-de-maltrata-periodista-ciudad-de-mexico-cdmx-mexico-mtn17-_JM#position=7&search_layout=grid&type=item&tracking_id=88c6c2a6-eb53-492c-9ede-9dd48bfcd0c5,Venta,1
-99.1766892,19.3675826,418,418,1416237476,"San Francisco 1814, Acacias, 03240 Ciudad De México, Cdmx, México, Acacias, Benito Juárez, Distrito Federal",Casa en Venta,7499000,$,250,147,3,,ACACIAS,BENITO JUÁREZ,Distrito Federal,"Casa condominio de alta plusvalía y excelente ubicación cercana a vías principales, centros comerciales, tiendas de autoservicio, escuelas y farmacias.Cuenta con:Amplia e iluminada sala-comedor, 1 recamara con baño completo y vestidor, 1 segunda recamara cuenta con un closet espacioso 1 cuarto de servicio con baño completoJaula de tendido, 1 Estacionamiento independiente 1 balcón y 1 jardín cuidado.",https://casa.mercadolibre.com.mx/MLM-1416237476-casa-en-venta-san-francisco-acacias-colonia-del-valle-benito-juarez-_JM#position=8&search_layout=grid&type=item&tracking_id=88c6c2a6-eb53-492c-9ede-9dd48bfcd0c5,Venta,1
-99.1497664,19.3604024,419,419,1474955387,"Portales Sur, Ciudad De México, Cdmx, México, Portales Sur, Benito Juárez, Distrito Federal",Casa en Venta,685753,$,329,480,3,,PORTALES SUR,BENITO JUÁREZ,Distrito Federal,"SOMOS HOUSE AND HOME LUXURY!!¿Qué son los remates hipotecarios?Son las propiedades que los bancos les quitan a deudores que no pagaron su crédito hipotecario.¿Por qué los inmuebles no se pueden ver por dentro?No se pueden conocer en su interior ya que siguen habitados por el demandado. Nosotros nos encargamos de terminar el juicio, hacer el desalojo y entregar el inmueble desocupado.Por medio de una propiedad de cartera vencida y ante notario público haz la inversión más importante de tu vida!Ninguna inversión es mejor que la que te ofrece una garantía hipotecaria de alto rendimiento.Todos nuestros procesos quedan garantizados bajo contrato, nuestro equipo jurídico es especialista, por sus características las propiedades no pueden ser visitadas, no se aceptan créditos hipotecarios solo recursos propios.FRANCISCO MARINASESOR DE SUEÑOS",https://casa.mercadolibre.com.mx/MLM-1474955387-venta-de-casa-en-portales-sur-benito-juarez-cdmx-fjma17-_JM#position=9&search_layout=grid&type=item&tracking_id=88c6c2a6-eb53-492c-9ede-9dd48bfcd0c5,Venta,1
-99.1430165,19.3675042,420,420,1360232697,"Antillas Sn, Portales, Benito Juárez, Distrito Federal",Casa en Venta,5800000,$,140,250,3,,PORTALES,BENITO JUÁREZ,Distrito Federal,,https://casa.mercadolibre.com.mx/MLM-1360232697-casa-en-colonia-portales-_JM#position=10&search_layout=grid&type=item&tracking_id=88c6c2a6-eb53-492c-9ede-9dd48bfcd0c5,Venta,1
-99.1649891,19.3817299,421,421,1329865652,"Del Valle 0, Colonia Del Valle, Benito Juárez, Distrito Federal",Casa en Venta,16660000,$,329,329,2,,DEL VALLE,BENITO JUÁREZ,Distrito Federal,"Espectacular casa nueva en Condominio Horizontal.329m2 Totales distribuidos en una Espaciosa Sala-Comedor, divino ROOF TOP privado de 78m2 con 1/2 baño, Terraza, Patio, 3 Recámaras (cada una con vestidor y baño), 1/2 Baño de Visita, Sala de TV, Cocina Integral abierta, Closet de Blancos, Cuarto de Lavado, y Cuarto de Servicio con baño propio. 3 Lugares de Estacionamiento. Sólo 8 casas en total, con altura de 2.70m. Acabados de Lujo. Construcción de Vanguardia, siguiendo las más recientes normativas de construcción establecidas para la Ciudad de México para garantizar la mayor solidéz estructural y seguridad patrimonial. Excelente ubicación, seguridad las 24 horas.",https://casa.mercadolibre.com.mx/MLM-1329865652-casa-en-venta-en-colonia-del-valle-_JM#position=11&search_layout=grid&type=item&tracking_id=88c6c2a6-eb53-492c-9ede-9dd48bfcd0c5,Venta,1
-99.1871439,19.3702362,422,422,1677747370,"Sagredo 32, San José Insurgentes, Ciudad De México, Cdmx, México, San José Insurgentes, Benito Juárez, Distrito Federal",Casa en Venta,9300000,$,215,215,3,4,SAN JOSE INSURGENTES,BENITO JUÁREZ,Distrito Federal,"EXCELENTE CASA EN LA MEJOR UBICACIÓN CON FUENTES VERTICALES CASA 2 215 m2 habitables - 3recámaras,  4 1/2 baños, estancia-comedor, cocina equipada, patio de servicio, roof garden, 3 lugares de estacionamiento",https://casa.mercadolibre.com.mx/MLM-1677747370-casa-para-estrenar-sagredo-32-_JM#position=12&search_layout=grid&type=item&tracking_id=88c6c2a6-eb53-492c-9ede-9dd48bfcd0c5,Venta,1
-99.1654806,19.3845635,423,423,1707291594,"Calle San Borja, Del Valle Centro, Ciudad De México, Cdmx, México, Del Valle Centro, Benito Juárez, Distrito Federal",Casa en Venta,25000000,$,770,770,,,DEL VALLE CENTRO,BENITO JUÁREZ,Distrito Federal,"SE VENDE CASA SOLA MUY AMPLIA, CON ALBERCA Y MUCHA SEGURIDAD SAN BORJA, DEL VALLE CENTRO $25,000,000 465 m2 Terreno 770 m2 Construcción 3 NIVELES Y SOTANO Consta de : Hall de entrada 2 Family room (Uno en cada piso) Despacho Medio baño de visitas Fuente Sala y área de juegos con terraza y salida a la alberca Comedor y Ante-comedor con salida a terraza Cocina con barra 3 Recámaras con vestidor y baño completo cada una, 2 de ellas con tina de hidromasaje . Sala de TV Salón de juegos/gimnasio en sótano Patio Alberca con caldera y con fuente 3 recámaras de servicio Área de lavado 6 estacionamientos techados Casa con muy amplios espacios y muchísima seguridad. CCTV con 16 cámaras y chapas de puertas de alta seguridad. USO DE SUELO HM4 9 VIVIENDAS PERMITIDAS Favor de ver el video anexo para conocer la distribución",https://casa.mercadolibre.com.mx/MLM-1707291594-amplia-e-iluminada-casa-con-alberca-_JM#position=13&search_layout=grid&type=item&tracking_id=88c6c2a6-eb53-492c-9ede-9dd48bfcd0c5,Venta,1
